attributionURL,count,employmentStatus,jobTitle,jobTitleId,max,mean,min,obscureType,payPeriod,perOccEmployerDefaultCountryBasePayCount,perOccUnfilteredThisCountryBasePayCount,id,company_name,company_longName,companyLogo,totalJobTitlesCount,totalSalariesCount
"https://www.glassdoor.com/Salary/Kempinski-Executive-Sous-Chef-Salaries-E152773_D_KO10,29.htm",1.0,REGULAR,Executive Sous Chef,32252.0,75174.64,72189.68,69204.71,FUZZED,ANNUAL,0.0,312.0,152773,Kempinski,Kempinski AG,https://media.glassdoor.com/sqll/152773/kempinski-hotels-s-a-squarelogo-1398961582069.png,4,5
"https://www.glassdoor.com/Salary/Wilton-and-Bain-Principal-Salaries-E758654_D_KO16,25.htm",2.0,REGULAR,Principal,42018.0,108356.66,98820.43,89284.19,FUZZED,ANNUAL,0.0,2734.0,758654,Wilton & Bain,Wilton & Bain,https://media.glassdoor.com/sqll/758654/wilton-and-bain-squarelogo-1561468533943.png,2,3
"https://www.glassdoor.com/Salary/Wilton-and-Bain-Recruiting-Coordinator-Salaries-E758654_D_KO16,38.htm",1.0,REGULAR,Recruiting Coordinator,32701.0,56852.79,54590.73,52328.66,FUZZED,ANNUAL,0.0,3196.0,758654,Wilton & Bain,Wilton & Bain,https://media.glassdoor.com/sqll/758654/wilton-and-bain-squarelogo-1561468533943.png,2,3
"https://www.glassdoor.com/Hourly-Pay/LBJ-Foundation-Museum-Technician-Hourly-Pay-E977970_D_KO15,32.htm",1.0,REGULAR,Museum Technician,6675.0,16.96,16.16,15.36,FUZZED,HOURLY,1.0,8.0,977970,LBJ Foundation,Lyndon Baines Johnson Foundation,https://media.glassdoor.com/sqll/977970/lbj-foundation-squarelogo-1505464003930.png,4,4
https://www.glassdoor.com/Salary/LBJ-Foundation-Writer-Editor-Salaries-E977970_DAO.htm?filter.jobTitleExact=Writer%2FEditor,1.0,REGULAR,Writer/Editor,42362.0,78643.43,75620.2,72596.96,FUZZED,ANNUAL,1.0,188.0,977970,LBJ Foundation,Lyndon Baines Johnson Foundation,https://media.glassdoor.com/sqll/977970/lbj-foundation-squarelogo-1505464003930.png,4,4
"https://www.glassdoor.com/Hourly-Pay/LBJ-Foundation-Sales-Associate-Hourly-Pay-E977970_D_KO15,30.htm",1.0,REGULAR,Sales Associate,50838.0,12.4,11.95,11.49,FUZZED,HOURLY,1.0,72672.0,977970,LBJ Foundation,Lyndon Baines Johnson Foundation,https://media.glassdoor.com/sqll/977970/lbj-foundation-squarelogo-1505464003930.png,4,4
"https://www.glassdoor.com/Salary/Bain-and-Gray-Consultant-Salaries-E1105282_D_KO14,24.htm",1.0,REGULAR,Consultant,51535.0,86678.21,83604.66,80531.11,FUZZED,ANNUAL,1.0,40635.0,1105282,Bain and Gray,Bain and Gray,https://media.glassdoor.com/sqll/1105282/bain-and-gray-squarelogo-1474627070886.png,1,1
"https://www.glassdoor.com/Hourly-Pay/Bain-Dental-Group-Dental-Assistant-Hourly-Pay-E1293213_D_KO18,34.htm",1.0,REGULAR,Dental Assistant,40185.0,13.3,12.78,12.26,FUZZED,HOURLY,1.0,1906.0,1293213,Bain Dental Group,Bain Dental Group,,1,1
"https://www.glassdoor.com/Hourly-Pay/Baine-Contracting-Assistant-Carpenter-Hourly-Pay-E790810_D_KO18,37.htm",1.0,REGULAR,Assistant Carpenter,24263.0,11.45,11.06,10.66,FUZZED,HOURLY,1.0,2.0,790810,Baine Contracting,Baine Contracting Inc.,,1,1
"https://www.glassdoor.com/Salary/Zoom-Video-Communications-Technical-Support-Engineer-Salaries-E924644_D_KO26,52.htm",24.0,REGULAR,Technical Support Engineer,58305.0,69234.68,59195.14,53080.43,FULL_DISPLAY,ANNUAL,24.0,4853.0,924644,Zoom Video Communications,Zoom Video Communications Inc,https://media.glassdoor.com/sqll/924644/zoom-video-communications-squarelogo-1450871590327.png,51,129
"https://www.glassdoor.com/Salary/Zoom-Video-Communications-Account-Executive-Salaries-E924644_D_KO26,43.htm",23.0,REGULAR,Account Executive,15169.0,85469.77,61375.7,46848.94,FULL_DISPLAY,ANNUAL,23.0,42853.0,924644,Zoom Video Communications,Zoom Video Communications Inc,https://media.glassdoor.com/sqll/924644/zoom-video-communications-squarelogo-1450871590327.png,51,129
"https://www.glassdoor.com/Salary/Zoom-Video-Communications-Business-Development-Representative-Salaries-E924644_D_KO26,61.htm",8.0,REGULAR,Business Development Representative,62433.0,56408.08,48669.17,45143.56,FULL_DISPLAY,ANNUAL,8.0,4168.0,924644,Zoom Video Communications,Zoom Video Communications Inc,https://media.glassdoor.com/sqll/924644/zoom-video-communications-squarelogo-1450871590327.png,51,129
"https://www.glassdoor.com/Hourly-Pay/In-N-Out-Burger-In-N-Out-Associate-Hourly-Pay-E14276_D_KO16,34.htm",162.0,REGULAR,In N Out Associate,479260.0,18.31,13.44,10.77,FULL_DISPLAY,HOURLY,168.0,169.0,14276,In-N-Out Burger,In-N-Out Burger,https://media.glassdoor.com/sqll/14276/in-n-out-burger-squarelogo-1479940244881.png,165,1136
"https://www.glassdoor.com/Hourly-Pay/In-N-Out-Burger-Store-Associate-Hourly-Pay-E14276_D_KO16,31.htm",118.0,REGULAR,Store Associate,25637.0,16.78,13.27,10.81,FULL_DISPLAY,HOURLY,119.0,2594.0,14276,In-N-Out Burger,In-N-Out Burger,https://media.glassdoor.com/sqll/14276/in-n-out-burger-squarelogo-1479940244881.png,165,1136
"https://www.glassdoor.com/Hourly-Pay/In-N-Out-Burger-Associate-Hourly-Pay-E14276_D_KO16,25.htm",61.0,REGULAR,Associate,2529.0,15.41,12.47,11.0,FULL_DISPLAY,HOURLY,65.0,38347.0,14276,In-N-Out Burger,In-N-Out Burger,https://media.glassdoor.com/sqll/14276/in-n-out-burger-squarelogo-1479940244881.png,165,1136
