,careerOpportunitiesRating,ceo,compensationAndBenefitsRating,cultureAndValuesRating,exactMatch,featuredReview,id,industry,industryId,industryName,isEEP,name,numberOfRatings,overallRating,parentEmployer,ratingDescription,recommendToFriendRating,sectorId,sectorName,seniorLeadershipRating,squareLogo,website,workLifeBalanceRating
4,0.0,,0.0,0.0,False,,1125845,,,,False,AIR CHARLIE DELTA,0,0,,Not Applicable,0,,,0.0,https://media.glassdoor.com/sqll/1125845/air-charlie-delta-squarelogo-1454498228399.png,www.aircd.fr,0.0
5,0.0,,0.0,0.0,False,,2518430,,,,False,Delta Air Systems,0,0,,Not Applicable,0,,,0.0,https://media.glassdoor.com/sqll/2518430/delta-air-systems-squarelogo-1553044615787.png,www.deltaairsystems.com,0.0
0,3.8,"{'name': 'Mary McDuffie', 'title': 'CEO', 'numberOfRatings': 63, 'pctApprove': 84, 'pctDisapprove': 16, 'image': {'src': 'https://media.glassdoor.com/people/sqll/7281/navy-federal-credit-union-ceo1554165843952.png', 'height': 200, 'width': 200}}",4.3,4.1,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Navy-Federal-Credit-Union-RVW30665636.htm', 'id': 30665636, 'currentJob': True, 'reviewDateTime': '2019-12-02 16:52:58.843', 'jobTitle': 'Member Research Strategist', 'location': '', 'jobTitleFromDb': 'Member Research Strategist', 'headline': 'Great place to work', 'pros': 'Great work, teammates, compensation, leave, lots of opportunity to grow in a fast paced environment', 'cons': ""Management (not all in management) isn't great to employees"", 'overall': 5, 'overallNumeric': 5}",7281,Banks & Credit Unions,200048.0,Banks & Credit Unions,True,Navy Federal Credit Union,1044,4.0,,Satisfied,80,10010.0,Finance,3.5,https://media.glassdoor.com/sqll/7281/navy-federal-credit-union-squarelogo-1551302153473.png,www.navyfederal.org,3.6
0,3.9,"{'name': 'Shantanu Narayen', 'title': 'President and CEO', 'numberOfRatings': 2642, 'pctApprove': 95, 'pctDisapprove': 5, 'image': {'src': 'https://media.glassdoor.com/people/sqll/1090/adobe-ceo1560961942762.png', 'height': 200, 'width': 200}}",4.2,4.3,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Adobe-RVW30666595.htm', 'id': 30666595, 'currentJob': True, 'reviewDateTime': '2019-12-02 18:18:32.257', 'jobTitle': 'Senior Customer Success Manager', 'location': 'Portland, OR', 'jobTitleFromDb': 'Senior Customer Success Manager', 'headline': 'Great benefits and overall have their stuff together', 'pros': 'Adobe is a fantastic place to work. They have excellent benefits, including unlimited PTO, a summer and winter break, and great Mdeical. Tremendous job security, and since the companny is so big lots of room to grow.', 'cons': ""I cant think of too many. Really the only one that comes to mind is that since its not a startup, there isnt the opportunity to really hit it big via an aquisition or IPO, however the tradeoff's of stability, benefits, and growth potential more than make up for that"", 'overall': 5, 'overallNumeric': 5}",1090,Computer Hardware & Software,200060.0,Computer Hardware & Software,True,Adobe,4169,4.1,,Very Satisfied,81,10013.0,Information Technology,3.8,https://media.glassdoor.com/sqll/1090/adobe-squarelogo-1439410514152.png,www.adobe.com,4.2
1,0.0,,0.0,0.0,True,,2690143,,,,False,Adobe,0,0,,Not Applicable,0,,,0.0,,www.adobe.commx,0.0
2,4.1,"{'name': 'Brian Maxwell', 'title': 'CEO', 'numberOfRatings': 3, 'pctApprove': 100, 'pctDisapprove': 0, 'image': {'src': 'https://media.glassdoor.com/people/sqll/274733/adobe-animal-hospital-ceo1520826194243.png', 'height': 200, 'width': 200}}",4.3,4.4,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Adobe-Animal-Hospital-RVW16188285.htm', 'id': 16188285, 'currentJob': True, 'reviewDateTime': '2017-08-02 15:51:58.89', 'jobTitle': 'Certified Pharmacy Technician', 'location': 'Los Altos, CA', 'jobTitleFromDb': 'Certified Pharmacy Technician', 'headline': 'A unique and fulfilling pharmacy tech position!', 'pros': ""I have been working as a pharmacy tech at Adobe Animal Hospital for 10 years now.  At first, I didn't even know it was possible to work as a pharmacy technician in a veterinary setting.  It is so much fun and so interesting to prepare medications for all different types of species, even reptile and avian medicine. You really get to use the knowledge you gained in school on the job to help answer questions for our clients which makes it very rewarding and fulfilling.  Management really makes you feel like a valued employee."", 'cons': 'Very busy, but it makes the day go by fast!', 'overall': 5, 'overallNumeric': 5}",274733,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Adobe Animal Hospital,13,4.2,,Very Satisfied,90,10012.0,Health Care,3.9,https://media.glassdoor.com/sqll/274733/adobe-animal-hospital-squarelogo-1499811764641.png,www.adobe-animal.com,3.6
3,3.3,,3.0,3.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-CMO-RVW28071719.htm', 'id': 28071719, 'currentJob': False, 'reviewDateTime': '2019-07-17 08:47:31.413', 'jobTitle': 'Manager of Chronic Care', 'location': 'Bronx, NY', 'jobTitleFromDb': 'Manager of Chronic Care', 'headline': 'Overall not bad', 'pros': 'Not overly demanding; good pay', 'cons': 'Management is not inclusive, does not explain strategies or decisions well', 'overall': 4, 'overallNumeric': 4}",1971094,,,,False,CMO,3,3.6,,Satisfied,70,,,1.7,,www.cmo.com,4.3
4,5.0,,5.0,5.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Adobe-Title-RVW15967661.htm', 'id': 15967661, 'currentJob': False, 'reviewDateTime': '2017-07-19 05:27:32.2', 'jobTitle': 'Employee', 'location': '', 'headline': 'Adobe Title Review', 'pros': 'It was good learning experience', 'cons': 'There are no cons here', 'overall': 5, 'overallNumeric': 5}",1660691,,,,False,Adobe Title,2,4.5,,Very Satisfied,100,,,5.0,,www.adobetitle.com,5.0
5,1.0,,1.0,0.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Adobe-Road-RVW28290245.htm', 'id': 28290245, 'currentJob': True, 'reviewDateTime': '2019-07-28 09:36:59.687', 'jobTitle': 'Employee', 'location': '', 'headline': 'Good team, excellent wine- incredibly poor management.', 'pros': 'Good team and great partners.', 'cons': 'CEO/CFO (owners) manage in a way that creates a highly unpleasant company culture. Salaried employees are expected to work unreasonable hours with no trade off. Turn over is exceptionally high for these reasons.', 'overall': 2, 'overallNumeric': 2}",2056005,,,,True,Adobe Road,2,1.5,,Dissatisfied,0,,,0.0,https://media.glassdoor.com/sqll/2056005/adobe-road-squarelogo-1570061997811.png,www.adoberoadwines.com,0.0
6,1.9,,2.5,3.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Cafe-Adobe-RVW5078485.htm', 'id': 5078485, 'currentJob': False, 'reviewDateTime': '2014-10-01 09:50:32.693', 'jobTitle': 'Waitress', 'location': 'Webster, TX', 'jobTitleFromDb': 'Waitress', 'headline': 'One of the best ways to get into waitressing.', 'pros': 'I had never been a waitress before and the training was great and made me feel confident in serving on my own after. The managers work well with your schedule, and let me come back whenever I was home from college.', 'cons': ""Getting cut when the restaurant was slow was difficult, also working on a 2.13 an hour wage is rough so people don't realize how much tips help!"", 'overall': 4, 'overallNumeric': 4}",465828,Casual Restaurants,200095.0,Casual Restaurants,False,Cafe Adobe,2,2.9,,OK,46,10021.0,"Restaurants, Bars & Food Services",2.9,,www.cafeadobe.com,4.0
7,0.0,,0.0,0.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Adobe-City-Digital-RVW8759348.htm', 'id': 8759348, 'currentJob': True, 'reviewDateTime': '2015-11-27 08:10:39.443', 'jobTitle': 'Producer/Director/Editor', 'location': 'Albuquerque, NM', 'jobTitleFromDb': 'Producer/Director/Editor', 'headline': 'Awesome Place to work', 'pros': 'Great place to work full time', 'cons': 'I can not say anything bad', 'overall': 5, 'overallNumeric': 5}",1138975,,,,False,Adobe City Digital,1,5.0,,Very Satisfied,0,,,0.0,,www.adobecitydigital.com,0.0
8,0.0,,0.0,0.0,False,,2162279,Architectural & Engineering Services,200023.0,Architectural & Engineering Services,False,Adobe Associates,0,0,,Not Applicable,0,10006.0,Business Services,0.0,,www.adobeinc.com,0.0
9,0.0,,0.0,0.0,False,,2106345,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Casas Adobe Dental Office,0,0,,Not Applicable,0,10012.0,Health Care,0.0,,,0.0
0,4.0,"{'name': 'Charles C. Butt', 'title': 'Chairman and CEO', 'numberOfRatings': 2246, 'pctApprove': 96, 'pctDisapprove': 4, 'image': {'src': 'https://media.glassdoor.com/people/sqll/2824/h-e-b-charles-c-butt.png', 'height': 200, 'width': 200}}",4.2,4.3,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-H-E-B-RVW30656881.htm', 'id': 30656881, 'currentJob': True, 'reviewDateTime': '2019-12-02 07:55:53.547', 'jobTitle': 'MIC', 'location': '', 'jobTitleFromDb': 'MIC', 'headline': 'MIC', 'pros': 'A fastpace enviroment that is constantly changing and exciting', 'cons': 'The stresses of retail can take a tole on the body mentally and physically', 'overall': 5, 'overallNumeric': 5}",2824,Grocery Stores & Supermarkets,200145.0,Grocery Stores & Supermarkets,True,H E B,3554,4.2,,Very Satisfied,85,10022.0,Retail,3.8,https://media.glassdoor.com/sqll/2824/h-e-b-squarelogo-1521485228314.png,www.heb.com,3.9
1,3.2,"{'name': 'Steven Chapman', 'title': 'Superintendent', 'numberOfRatings': 5, 'pctApprove': 77, 'pctDisapprove': 23, 'image': {'src': 'https://media.glassdoor.com/people/sqll/341103/heb-isd-ceo1494580808117.png', 'height': 200, 'width': 200}}",3.2,3.5,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-HEB-ISD-RVW30249425.htm', 'id': 30249425, 'currentJob': False, 'reviewDateTime': '2019-11-07 05:14:10.367', 'jobTitle': 'Employee', 'location': 'Bedford, TX', 'headline': 'Teacher aide Spanish immersion', 'pros': 'Educated staff learning space for all', 'cons': 'learning each day something new to grow', 'overall': 5, 'overallNumeric': 5}",341103,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,HEB ISD,39,3.7,,Satisfied,70,10012.0,Health Care,3.0,https://media.glassdoor.com/sqll/341103/heb-isd-squarelogo-1442303652683.png,www.hebisd.edu,3.0
2,3.7,,3.0,3.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-ACLS-Humanities-E-Book-RVW27987011.htm', 'id': 27987011, 'currentJob': True, 'reviewDateTime': '2019-07-14 12:51:35.67', 'jobTitle': 'Project Coordinator', 'location': 'Palm Harbor, FL', 'jobTitleFromDb': 'Project Coordinator', 'headline': 'Nice place to work', 'pros': 'Salary Benefits five words for pros', 'cons': 'Very long eve hours five words for pros and cons of', 'overall': 5, 'overallNumeric': 5}",1195809,,,,False,ACLS Humanities E-Book,2,5.0,,Very Satisfied,68,,,3.7,,www.humanitiesebook.org,3.7
3,4.0,,4.0,5.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-HEB-Wellness-Center-and-Spa-RVW9095191.htm', 'id': 9095191, 'currentJob': False, 'reviewDateTime': '2016-01-06 11:14:43.417', 'jobTitle': 'Front End Supervisor', 'location': 'Hurst, TX', 'jobTitleFromDb': 'Front End Supervisor', 'headline': 'Front Desk Supervisor', 'pros': 'HEB / Hero Wellness Center is a family business that genuinely cares about their employees. It was a joy to come to work and feel a part of that family.', 'cons': ""The business is small, so at times one position bleeds into many others. But this isn't necessarily a bad thing. Just more responsibility, if you can handle it."", 'overall': 5, 'overallNumeric': 5}",1156281,,,,False,HEB Wellness Center & Spa,1,5.0,,Very Satisfied,100,,,4.0,https://media.glassdoor.com/sqll/1156281/heb-wellness-center-and-spa-squarelogo-1497425858621.png,,5.0
4,0.0,,0.0,0.0,False,,2149956,,,,False,H-E-B Center at Cedar Park,0,0,,Not Applicable,0,,,0.0,,www.hebcenter.com,0.0
5,3.3,"{'name': 'Derrick Adams', 'title': 'CEO', 'numberOfRatings': 4, 'pctApprove': 100, 'pctDisapprove': 0}",3.6,3.7,False,,1049748,,,,False,HEB Construction,10,4.1,,Very Satisfied,100,,,3.6,https://media.glassdoor.com/sqll/1049748/heb-construction-squarelogo-1537398590204.png,heb.co.nz,2.7
6,0.0,,0.0,0.0,False,,1329251,,,,False,HEB Family Practice,0,0,,Not Applicable,0,,,0.0,,,0.0
7,3.2,,4.0,3.4,False,,621556,Insurance Carriers,200066.0,Insurance Carriers,False,HEB Manitoba,3,4.1,,Very Satisfied,68,10014.0,Insurance,4.1,https://media.glassdoor.com/sqll/621556/heb-manitoba-squarelogo-1499871962341.png,www.hebmanitoba.ca,4.4
8,3.8,"{'name': 'Barclay Berdan', 'title': 'CEO', 'numberOfRatings': 261, 'pctApprove': 87, 'pctDisapprove': 13, 'image': {'src': 'https://media.glassdoor.com/people/sqll/7647/texas-health-resources-ceo1511874767676.png', 'height': 200, 'width': 200}}",4.0,4.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Texas-Health-Resources-RVW30489704.htm', 'id': 30489704, 'currentJob': True, 'reviewDateTime': '2019-11-20 15:35:38.227', 'jobTitle': 'Medical Laboratory Scientist', 'location': '', 'jobTitleFromDb': 'Medical Laboratory Scientist', 'headline': 'PRN- good place to work', 'pros': 'Competitive pay and benefits. Good work culture', 'cons': ""I really don't have any cons"", 'overall': 5, 'overallNumeric': 5}",7647,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,True,Texas Health Resources,720,4.0,,Satisfied,80,10012.0,Health Care,3.3,https://media.glassdoor.com/sqll/7647/texas-health-resources-squarelogo.png,www.texashealth.org,3.9
9,1.0,,1.0,1.0,False,,2674699,,,,False,Hospital EvangÃ©lico da Bahia,1,2.0,,Dissatisfied,0,,,0.0,,www.heb.org.br,1.0
0,4.2,"{'name': 'Robert Reffkin', 'title': 'Founder and CEO', 'numberOfRatings': 444, 'pctApprove': 92, 'pctDisapprove': 8, 'image': {'src': 'https://media.glassdoor.com/people/sqll/719025/compass-ceo1499410731519.png', 'height': 200, 'width': 200}}",4.2,4.3,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Compass-RVW30662020.htm', 'id': 30662020, 'currentJob': True, 'reviewDateTime': '2019-12-02 12:33:32.337', 'jobTitle': 'Senior Regional Manager of Product Experts', 'location': 'New York, NY', 'jobTitleFromDb': 'Senior Regional Manager of Product Experts', 'headline': 'Great Values-Driven Workplace', 'pros': ""Compass is a great place to work. There's a huge focus on creating a culture that supports our people, and our decision-making is driven by our mission and values."", 'cons': ""We're working hard to transform an industry. To do that, we have to move quickly and stay flexible. If you're looking for someplace to build a set routine with little change, this might not be the right fit for you."", 'overall': 5, 'overallNumeric': 5}",719025,Enterprise Software & Network Solutions,200061.0,Enterprise Software & Network Solutions,False,Compass,544,4.3,,Very Satisfied,84,10013.0,Information Technology,4.1,https://media.glassdoor.com/sqll/719025/compass-squarelogo-1526585123186.png,www.compass.com,4.1
1,2.9,"{'name': 'Sadie Hess', 'title': 'CEO', 'numberOfRatings': 28, 'pctApprove': 79, 'pctDisapprove': 21}",2.8,3.3,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Compass-RVW23833483.htm', 'id': 23833483, 'currentJob': False, 'reviewDateTime': '2018-12-14 07:45:26.97', 'jobTitle': 'Grill Cook', 'location': 'Baltimore, MD', 'jobTitleFromDb': 'Grill Cook', 'headline': 'The Best!', 'pros': 'Great Benefits an the Food Is Great.', 'cons': 'Every Job Has There Pros An Cons In Real Life.', 'overall': 5, 'overallNumeric': 5}",796686,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Compass,59,3.1,,OK,53,10012.0,Health Care,2.8,https://media.glassdoor.com/sqll/796686/compass-squarelogo-1424442080379.png,www.compasscares.com,2.9
2,2.9,,2.5,2.5,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-COMPASS-RVW5941497.htm', 'id': 5941497, 'currentJob': True, 'reviewDateTime': '2015-02-18 04:34:29.737', 'jobTitle': 'Standard Cafe Job', 'location': '', 'jobTitleFromDb': 'Standard Cafe Job', 'headline': 'nice', 'pros': 'benefits, growth, cutting edge tech., vacation, a large company with several small companies within.', 'cons': 'to big, are just a number. no people to people contacts', 'overall': 4, 'overallNumeric': 4}",584290,Social Assistance,200089.0,Social Assistance,False,COMPASS,13,3.2,,OK,42,10018.0,Non-Profit,2.7,https://media.glassdoor.com/sqll/584290/compass-squarelogo-1460723527581.png,www.ccrscompass.org,2.9
3,2.0,"{'name': 'Ryan Stanton', 'title': 'President & CEO', 'numberOfRatings': 1, 'pctApprove': 100, 'pctDisapprove': 0}",2.0,3.0,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Compass-Nebraska-RVW19927929.htm', 'id': 19927929, 'currentJob': True, 'reviewDateTime': '2018-03-29 08:54:00.307', 'jobTitle': 'Family Support Worker', 'location': 'Kearney, NE', 'jobTitleFromDb': 'Family Support Worker', 'headline': 'Family support worker', 'pros': 'Compass has listened to employees in the past and has made some changes due to that.', 'cons': 'Compass does not take responsibility for the hours that the employees get or dont get. There has been several cancelations and I have been not getting all the hours, missing 10 to 15 hours per week.', 'overall': 2, 'overallNumeric': 2}",1108049,Social Assistance,200089.0,Social Assistance,False,Compass (Nebraska),1,2.0,,Dissatisfied,0,10018.0,Non-Profit,2.0,,www.compassnebraska.org,2.0
4,2.3,,2.9,3.0,True,,2637080,,,,False,Compass (Sao Paulo),3,3.6,,Satisfied,100,,,0.0,,www.ctscompass.com,4.3
5,0.0,,0.0,0.0,True,,2894180,,,,False,Compass (UK),0,0,,Not Applicable,0,,,0.0,https://media.glassdoor.com/sqll/2894180/compass-uk-squarelogo-1570792178585.png,www.compass-uk.org,0.0
6,0.0,,0.0,0.0,True,,3059334,,,,False,Compass,0,0,,Not Applicable,0,,,0.0,,www.compassteaching.com,0.0
7,1.0,,3.0,2.5,True,,2684783,,,,False,Compass,2,2.9,,OK,0,,,0.0,,compassenergia.com.br,1.9
8,1.0,"{'name': 'Julio Garcia-Espinosa', 'title': 'Co-founder', 'numberOfRatings': 0, 'pctApprove': 0, 'pctDisapprove': 0, 'image': {'src': 'https://media.glassdoor.com/people/sqll/1308525/compass-ingeniería-y-sistemas-ceo1568759010860.png', 'height': 200, 'width': 199}}",1.0,1.0,False,,1308525,,,,False,Compass Ingeniería y Sistemas,1,1.0,,Very Dissatisfied,0,,,1.0,https://media.glassdoor.com/sqll/1308525/compass-ingeniería-y-sistemas-squarelogo-1568185512509.png,www.compassis.com,1.0
9,3.2,"{'name': 'Dominic Blakemore', 'title': 'CEO', 'numberOfRatings': 202, 'pctApprove': 66, 'pctDisapprove': 34}",3.0,3.2,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Compass-Group-RVW30488348.htm', 'id': 30488348, 'currentJob': False, 'reviewDateTime': '2019-11-20 14:01:17.587', 'jobTitle': 'Audio Visual', 'location': 'New York, NY', 'jobTitleFromDb': 'Audio Visual', 'headline': 'Audio Visual Manager', 'pros': 'Great management and good team', 'cons': 'Low pay and too many hours of work without getting compensated.', 'overall': 4, 'overallNumeric': 4}",10832,Catering & Food Service Contractors,200096.0,Catering & Food Service Contractors,False,Compass Group,1840,3.3,,OK,59,10021.0,"Restaurants, Bars & Food Services",2.9,https://media.glassdoor.com/sqll/10832/compass-group-squarelogo.png,www.compass-group.com,3.3
0,3.9,"{'name': 'Francis deSouza', 'title': 'President & CEO', 'numberOfRatings': 429, 'pctApprove': 94, 'pctDisapprove': 6, 'image': {'src': 'https://media.glassdoor.com/people/sqll/11671/illumina-ceo1470244192442.png', 'height': 200, 'width': 200}}",4.2,4.3,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Illumina-RVW30283990.htm', 'id': 30283990, 'currentJob': True, 'reviewDateTime': '2019-11-08 22:10:33.983', 'jobTitle': 'Senior Software Engineer', 'location': 'San Diego, CA', 'jobTitleFromDb': 'Senior Software Engineer', 'headline': 'A great place to work, depending on your personality', 'pros': '- Very innovative work that has a clear positive impact on human health.\r\n- Colleagues are intelligent, driven, and hardworking. Almost everyone has great pride in working here and believes in the mission.\r\n- Career development opportunities are available (if you loudly fight for them).\r\n- Senior management appears to be doing a good job of prioritizing the promising projects. We always seem to come up with something that makes the company keep growing.\r\n- Decent compensation for San Diego (when we hit our revenue targets).\r\n- Fast paced.', 'cons': '- Compensation is highly variable. Low base salary. Benefits and 401k match are sub-par.\r\n- Some managers are extremely stingy with promotions.\r\n- Some teams have much better work/life balance while other are perpetually stressed out.\r\n- You have to be assertive and drive your own career, or people will take advantage of you.\r\n- Fast paced.\r\n\r\nSummary: If you are driven, self-motivated, assertive, and enjoy fast pace and constant learning, you will love it here. If you are not these things, or you have a bad manager, or you want a tech-company salary, you will probably be unhappy.', 'overall': 5, 'overallNumeric': 5}",11671,Biotech & Pharmaceuticals,200021.0,Biotech & Pharmaceuticals,True,Illumina,936,4.2,,Very Satisfied,84,10005.0,Biotech & Pharmaceuticals,3.9,https://media.glassdoor.com/sqll/11671/illumina-squarelogo.png,www.illumina.com,4.1
1,5.0,"{'name': 'David Waldrop', 'title': 'Director', 'numberOfRatings': 0, 'pctApprove': 0, 'pctDisapprove': 0}",4.0,5.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Illumina-Consulting-Group-RVW4843329.htm', 'id': 4843329, 'currentJob': True, 'reviewDateTime': '2014-08-25 09:43:06.917', 'jobTitle': 'Employee', 'location': '', 'headline': 'good people, great opportunities for challenge and learning', 'pros': 'The people are friendly, excellent co-workers.  The projects are challenging, interesting, and exciting.  The work and the tech are cutting-edge.   It is not a very hierarchical work environment; it is easy to learn from peers; the CEO is accessible and a very good and very flexible leader.  People can often work from home as long as they are producing.', 'cons': 'For better and for worse, there is no fancy office space -- as a lot of work is done at client sites -- and the workload is intense, with a lot of demand to manage yourself and your own workflow.', 'overall': 5, 'overallNumeric': 5}",862410,IT Services,200064.0,IT Services,False,Illumina Consulting Group,1,5.0,,Very Satisfied,100,10013.0,Information Technology,5.0,,www.icgsolutions.com,3.0
2,0.0,,0.0,0.0,False,,397862,Research & Development,200030.0,Research & Development,False,Illumina Research,0,0,,Not Applicable,0,10006.0,Business Services,0.0,,www.illuminaresearch.com,0.0
3,0.0,,0.0,0.0,False,,3063351,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Illumina Medical Center,0,0,,Not Applicable,0,10012.0,Health Care,0.0,,www.illuminamedicalcenters.com,0.0
4,3.1,"{'name': 'Jay Shutter', 'title': 'CEO', 'numberOfRatings': 3, 'pctApprove': 58, 'pctDisapprove': 42}",2.9,2.9,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Illuminas-RVW30382559.htm', 'id': 30382559, 'currentJob': False, 'reviewDateTime': '2019-11-14 12:53:01.587', 'jobTitle': 'Business Development Manager', 'location': 'Austin, TX', 'jobTitleFromDb': 'Business Development Manager', 'headline': 'Great leadership, great quality of work', 'pros': ""Some of the smartest researchers I've ever know, really showed me what great work looks like. Just really nice/solid human beings too."", 'cons': ""Can feel a bit old fashioned at times, but the the leadership team have been together for a long time and know what they're doing."", 'overall': 5, 'overallNumeric': 5}",285208,Advertising & Marketing,200022.0,Advertising & Marketing,False,Illuminas,6,3.7,,Satisfied,63,10006.0,Business Services,3.3,https://media.glassdoor.com/sqll/285208/illuminas-squarelogo-1498752153711.png,www.illuminas.com,3.6
0,3.9,"{'name': 'Satya Nadella', 'title': 'CEO', 'numberOfRatings': 10652, 'pctApprove': 97, 'pctDisapprove': 3, 'image': {'src': 'https://media.glassdoor.com/people/sqll/1651/microsoft-satya-nadella.png', 'height': 200, 'width': 200}}",4.1,4.2,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Microsoft-RVW30574537.htm', 'id': 30574537, 'currentJob': True, 'reviewDateTime': '2019-11-25 21:42:48.67', 'jobTitle': 'Corporate Vice President', 'location': 'Redmond, WA', 'jobTitleFromDb': 'Corporate Vice President', 'headline': 'Great company', 'pros': 'Growth mindset culture, focused on customers, technical innovation, prizes doing the right thing', 'cons': 'matrix environment.  you must love and be able to work in the matrix.  very commercial focused, hard on consumer ambition.', 'overall': 5, 'overallNumeric': 5}",1651,Computer Hardware & Software,200060.0,Computer Hardware & Software,False,Microsoft,23917,4.2,,Very Satisfied,87,10013.0,Information Technology,3.7,https://media.glassdoor.com/sqll/1651/microsoft-squarelogo-1479856042252.png,www.microsoft.com,4.0
1,4.4,,4.4,4.4,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Microsoft-Theater-RVW28857695.htm', 'id': 28857695, 'currentJob': False, 'reviewDateTime': '2019-08-26 16:31:10.79', 'jobTitle': 'Fresher', 'location': 'American Heritage, TN', 'jobTitleFromDb': 'Fresher', 'headline': 'Basic', 'pros': 'going to the Bhopal and my perents sick .', 'cons': 'I Long time my working', 'overall': 5, 'overallNumeric': 5}",1002835,Sports & Recreation,200018.0,Sports & Recreation,False,Microsoft Theater,6,4.8,"{'id': 239105, 'name': 'AEG', 'relationshipDate': '', 'relationship': 'SUBSIDIARYOF', 'isSunset': False, 'sunsetMessage': '', 'logo': {'normalUrl': 'https://media.glassdoor.com/sql/239105/aeg-los-angeles-ca-hq-squarelogo.png', 'mediumUrl': 'https://media.glassdoor.com/sqlm/239105/aeg-los-angeles-ca-hq-squarelogo.png', 'smallUrl': 'https://media.glassdoor.com/sqls/239105/aeg-los-angeles-ca-hq-squarelogo.png'}}",Very Satisfied,100,10004.0,"Arts, Entertainment & Recreation",4.4,https://media.glassdoor.com/sqll/1002835/l-a-live-theatre-squarelogo-1469616864372.png,www.microsofttheater.com,4.4
2,3.8,"{'name': 'Luis Bendito', 'title': 'General Manager', 'numberOfRatings': 1, 'pctApprove': 100, 'pctDisapprove': 0}",3.5,3.6,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Microsoft-Innovation-Center-Tourism-Technologies-RVW8413186.htm', 'id': 8413186, 'currentJob': False, 'reviewDateTime': '2015-10-23 23:41:32.767', 'jobTitle': 'Software Developer', 'location': 'New York, NY', 'jobTitleFromDb': 'Software Developer', 'headline': 'Development of specialized software', 'pros': '1. This is a prestigious job.\n2. High wages.\n3. Ability to raise their level of education and knowledge.\n4. Training.', 'cons': '1. Insufficient attention is paid to relax the eye.\n2. Most organize joint activities outside of work, picnics, travel, visit parks, museums, theaters.', 'overall': 4, 'overallNumeric': 4}",852441,Research & Development,200030.0,Research & Development,False,Microsoft Innovation Center Tourism Technologies,5,3.4,,OK,100,10006.0,Business Services,3.3,,www.mictt.com,3.5
3,2.0,,2.0,4.3,False,,1101136,,,,False,MIC Brussels,3,3.7,,Satisfied,65,,,3.6,,www.mic-brussels.be,4.3
4,0.0,,0.0,0.0,False,,2185827,,,,False,Microsoft Project User Group,0,0,,Not Applicable,0,,,0.0,,www.mpug.com,0.0
5,3.0,,3.2,3.2,False,,1533087,,,,False,Super Microsoft Technology,6,3.7,,Satisfied,66,,,3.0,https://media.glassdoor.com/sqll/1533087/super-microsoft-technology-squarelogo-1505282714661.png,www.smtpvtltd.com,3.6
6,1.4,,1.7,3.7,False,,2669089,,,,False,Centro de Inovação Microsoft (PUCRS),6,4.1,,Very Satisfied,100,,,0.0,,www.pucrs.brcentrodeinovacao,2.5
7,2.2,,2.1,2.3,False,,2609053,,,,False,Microsoft Innovation Center Brasil,4,3.9,,Satisfied,87,,,0.0,,www.micbh.com.br/paginas/default.aspx,3.8
8,5.0,,3.0,5.0,False,,2788329,,,,False,Centro de Inovação Microsoft ETEPAM,1,5.0,,Very Satisfied,100,,,0.0,,,5.0
